Source;Target;Type;Weight
36360816693;59;Directed;-82
36360816693;58;Directed;-85
36360816693;5168;Directed;-90
36360816693;54;Directed;-83
36360816693;57;Directed;-79
36360816693;56;Directed;-88
36360816693;50;Directed;-64
36360816693;524;Directed;-83
36360816693;518;Directed;-89
36360816693;520;Directed;-79
36360816693;522;Directed;-85
36360816693;523;Directed;-85
36360816693;513;Directed;-76
36360816693;512;Directed;-81
132;139;Directed;None
132;136;Directed;None
132;1214;Directed;None
132;1117;Directed;None
130;178;Directed;None
130;179;Directed;None
130;1214;Directed;None
130;1134;Directed;None
136;1211;Directed;None
136;198;Directed;-71
136;1214;Directed;-62
136;1133;Directed;-77
136;192;Directed;-65
136;182;Directed;-76
136;132;Directed;None
136;180;Directed;-69
136;181;Directed;-81
136;1221;Directed;None
136;1117;Directed;-77
136;1108;Directed;None
90;9;Directed;-78
90;93;Directed;-80
90;92;Directed;None
90;95;Directed;-76
90;104459421554;Directed;-79
139;151;Directed;-89
139;1214;Directed;-91
139;140;Directed;None
139;1133;Directed;-83
139;182;Directed;-84
139;132;Directed;None
139;180;Directed;-83
139;136;Directed;-83
139;1117;Directed;-89
139;1221;Directed;None
92;90;Directed;None
95;90;Directed;-78
95;93;Directed;-68
95;104459421554;Directed;-82
3;3201;Directed;None
3;3200;Directed;None
3;3195;Directed;-69
3;3;Directed;-56
3;3192;Directed;0
3;3190;Directed;-71
3;3199;Directed;0
818;832;Directed;-83
818;830;Directed;-86
818;86;Directed;-87
818;819;Directed;-73
818;88;Directed;-87
818;825;Directed;-72
818;225877267718;Directed;-83
818;817;Directed;-58
819;818;Directed;-76
819;225877267718;Directed;-49
819;817;Directed;-63
104459421554;2206;Directed;-80
104459421554;2207;Directed;None
104459421554;2209;Directed;-65
104459421554;9;Directed;-68
104459421554;2197;Directed;-79
104459421554;2165;Directed;-81
104459421554;2199;Directed;-79
104459421554;95;Directed;-76
104459421554;90;Directed;-77
810;813;Directed;None
810;814;Directed;None
811;812;Directed;None
811;89;Directed;None
812;811;Directed;None
812;89;Directed;None
813;832;Directed;None
813;89;Directed;None
813;810;Directed;None
813;827;Directed;None
813;81;Directed;None
813;814;Directed;None
813;87;Directed;None
813;823;Directed;None
814;810;Directed;None
814;813;Directed;None
814;81;Directed;None
815;830;Directed;-81
815;834;Directed;None
815;88;Directed;-79
815;825;Directed;-82
815;81;Directed;0
815;86;Directed;-86
815;823;Directed;None
815;822;Directed;None
817;818;Directed;-55
817;819;Directed;-59
817;225877267718;Directed;-52
719;77;Directed;-69
719;716;Directed;-88
719;713;Directed;-75
717;76;Directed;-76
716;77;Directed;-67
716;79831339542;Directed;-81
716;713;Directed;-78
716;719;Directed;-90
716;720;Directed;-80
715;714;Directed;None
715;74;Directed;None
715;73;Directed;-61
715;71;Directed;-56
715;721;Directed;-60
715;722;Directed;-85
714;715;Directed;None
714;74;Directed;None
714;70;Directed;None
713;719;Directed;-68
713;716;Directed;-75
713;77;Directed;-55
713;724;Directed;-76
713;725;Directed;-67
713;79831339542;Directed;-80
712;76;Directed;-61
712;78;Directed;-50
712;723;Directed;-48
712;711;Directed;-52
712;72;Directed;-74
711;712;Directed;-65
711;76;Directed;-53
711;72;Directed;-79
711;70;Directed;None
711;78;Directed;-38
711;79;Directed;None
711;723;Directed;-60
79831339542;716;Directed;-85
79831339542;713;Directed;-86
59;58;Directed;-83
59;5168;Directed;-76
59;50;Directed;-75
59;527;Directed;None
59;520;Directed;-82
59;515;Directed;None
58;5160;Directed;-65
58;59;Directed;-80
58;5168;Directed;-81
58;54;Directed;-74
58;50;Directed;-67
58;525;Directed;-84
58;527;Directed;None
58;520;Directed;-69
58;522;Directed;-88
58;523;Directed;-71
58;5164;Directed;-58
58;513;Directed;-80
58;512;Directed;-76
58;528;Directed;None
58;514;Directed;-79
55;520;Directed;-78
55;516;Directed;-87
55;515;Directed;None
55;50;Directed;-102
55;59;Directed;-100
54;5160;Directed;-73
54;519;Directed;-78
54;512;Directed;-67
54;5164;Directed;-85
54;58;Directed;-72
54;5168;Directed;-85
54;57;Directed;-87
54;510;Directed;-87
54;50;Directed;-65
54;514;Directed;-63
54;524;Directed;-81
54;525;Directed;-79
54;527;Directed;None
54;520;Directed;-60
54;522;Directed;-77
54;523;Directed;-52
54;59;Directed;-83
54;513;Directed;-74
54;5;Directed;-85
54;528;Directed;None
54;36360816693;Directed;-85
57;519;Directed;-85
57;59;Directed;-86
57;5168;Directed;-69
57;54;Directed;-86
57;36360816693;Directed;-82
57;56;Directed;-78
57;50;Directed;-44
57;524;Directed;-77
57;518;Directed;-68
57;526;Directed;-76
57;527;Directed;None
57;5;Directed;-89
57;520;Directed;-75
57;513;Directed;-71
57;528;Directed;None
56;57;Directed;-84
56;50;Directed;-74
56;524;Directed;-54
56;527;Directed;None
56;513;Directed;-88
56;528;Directed;None
242288697347;104277312536;Directed;-64
242288697347;228506738965;Directed;-63
50;36360816693;Directed;-66
50;524;Directed;-73
50;525;Directed;-77
50;526;Directed;-81
50;527;Directed;None
50;520;Directed;-74
50;522;Directed;-77
50;523;Directed;-80
50;5;Directed;-79
50;528;Directed;None
50;5160;Directed;-68
50;5168;Directed;-79
50;59;Directed;-71
50;58;Directed;-58
50;55;Directed;-81
50;54;Directed;-63
50;57;Directed;-44
50;56;Directed;-66
50;519;Directed;-72
50;518;Directed;-76
50;510;Directed;-74
50;513;Directed;-56
50;512;Directed;-72
50;515;Directed;None
50;514;Directed;-80
53;524;Directed;-88
53;518;Directed;-77
53;527;Directed;None
53;523;Directed;-88
829;834;Directed;None
829;835;Directed;None
829;80;Directed;None
829;826;Directed;None
829;821;Directed;None
829;823;Directed;None
828;833;Directed;None
828;831;Directed;None
828;834;Directed;None
828;825;Directed;None
828;824;Directed;None
828;827;Directed;None
828;826;Directed;None
828;820;Directed;None
828;84;Directed;None
828;822;Directed;None
825;830;Directed;-85
825;831;Directed;None
825;827;Directed;None
825;835;Directed;None
825;820;Directed;None
825;818;Directed;-73
825;828;Directed;None
825;80;Directed;None
825;826;Directed;-71
825;225877267718;Directed;-72
825;815;Directed;-84
824;831;Directed;None
824;834;Directed;None
824;828;Directed;None
824;826;Directed;None
824;821;Directed;None
824;823;Directed;None
827;818;Directed;None
827;89;Directed;None
827;828;Directed;None
827;825;Directed;None
827;83;Directed;None
827;813;Directed;None
827;820;Directed;None
827;84;Directed;None
826;833;Directed;None
826;830;Directed;-89
826;831;Directed;None
826;834;Directed;None
826;835;Directed;None
826;829;Directed;None
826;828;Directed;None
826;825;Directed;-70
826;824;Directed;None
826;80;Directed;None
826;821;Directed;None
826;820;Directed;None
826;823;Directed;None
826;822;Directed;None
821;833;Directed;None
821;831;Directed;None
821;834;Directed;None
821;835;Directed;None
821;829;Directed;None
821;824;Directed;None
821;80;Directed;None
821;826;Directed;None
821;823;Directed;None
821;822;Directed;None
820;834;Directed;None
820;828;Directed;None
820;825;Directed;None
820;827;Directed;None
820;826;Directed;None
820;823;Directed;None
823;833;Directed;None
823;830;Directed;None
823;831;Directed;None
823;834;Directed;None
823;835;Directed;None
823;815;Directed;None
823;813;Directed;None
823;824;Directed;None
823;80;Directed;None
823;826;Directed;None
823;821;Directed;None
823;820;Directed;None
822;831;Directed;None
822;828;Directed;None
822;80;Directed;None
822;826;Directed;None
822;821;Directed;None
822;815;Directed;None
822;823;Directed;None
1129;1210;Directed;-77
1129;145;Directed;-77
1129;1216;Directed;-66
1129;1130;Directed;None
1129;144;Directed;None
1129;182;Directed;None
1129;183;Directed;None
1129;1105;Directed;-67
1129;187;Directed;-77
1129;152;Directed;-69
1129;171;Directed;-63
1129;1109;Directed;None
198;192;Directed;-69
198;136;Directed;-66
198;1214;Directed;-82
198;1117;Directed;-90
1122;1;Directed;None
1122;158;Directed;None
1122;1123;Directed;-84
1122;1125;Directed;-79
1122;1127;Directed;None
1123;1132;Directed;None
1123;1122;Directed;-85
1123;1127;Directed;None
1125;1;Directed;None
1125;1122;Directed;-82
192;150;Directed;-81
192;139;Directed;-88
192;136;Directed;-65
192;1214;Directed;-85
192;198;Directed;-70
88;832;Directed;-73
88;87;Directed;None
88;818;Directed;-87
88;82;Directed;-89
88;83;Directed;None
88;86;Directed;-77
88;815;Directed;-81
88;84;Directed;None
88;85;Directed;None
89;811;Directed;None
89;812;Directed;None
89;813;Directed;None
89;81;Directed;None
89;827;Directed;None
176;183;Directed;-72
176;172;Directed;-83
176;1108;Directed;-68
82;88;Directed;-90
82;81;Directed;-82
82;86;Directed;-89
83;832;Directed;None
83;88;Directed;None
83;827;Directed;None
83;81;Directed;None
83;86;Directed;None
83;87;Directed;None
83;85;Directed;None
399;3197;Directed;None
399;3195;Directed;None
399;3187;Directed;None
399;3192;Directed;None
81;225877267718;Directed;-87
81;87;Directed;None
81;82;Directed;-79
81;83;Directed;None
81;813;Directed;None
81;86;Directed;-81
81;815;Directed;-88
81;85;Directed;None
86;87;Directed;None
86;818;Directed;-85
86;88;Directed;-73
86;82;Directed;-87
86;83;Directed;None
86;81;Directed;-83
86;225877267718;Directed;-81
86;815;Directed;-89
86;84;Directed;None
86;85;Directed;None
87;81;Directed;None
87;88;Directed;None
87;83;Directed;None
87;813;Directed;None
87;86;Directed;None
87;85;Directed;None
84;88;Directed;None
84;85;Directed;None
84;86;Directed;None
84;827;Directed;None
84;828;Directed;None
85;832;Directed;None
85;88;Directed;None
85;83;Directed;None
85;81;Directed;None
85;86;Directed;None
85;87;Directed;None
85;84;Directed;None
832;818;Directed;-83
832;88;Directed;-71
832;83;Directed;None
832;813;Directed;None
832;225877267718;Directed;-83
832;85;Directed;None
833;831;Directed;None
833;834;Directed;None
833;828;Directed;None
833;825;Directed;None
833;824;Directed;None
833;80;Directed;None
833;826;Directed;None
833;821;Directed;None
833;823;Directed;None
830;834;Directed;None
830;818;Directed;-88
830;825;Directed;-87
830;826;Directed;-88
830;815;Directed;-85
830;823;Directed;None
831;833;Directed;None
831;834;Directed;None
831;828;Directed;None
831;825;Directed;None
831;824;Directed;None
831;826;Directed;None
831;821;Directed;None
831;823;Directed;None
831;822;Directed;None
834;833;Directed;None
834;830;Directed;None
834;831;Directed;None
834;835;Directed;None
834;815;Directed;None
834;829;Directed;None
834;828;Directed;None
834;824;Directed;None
834;80;Directed;None
834;826;Directed;None
834;821;Directed;None
834;820;Directed;None
834;823;Directed;None
835;834;Directed;None
835;829;Directed;None
835;825;Directed;None
835;80;Directed;None
835;826;Directed;None
835;821;Directed;None
835;823;Directed;None
724;713;Directed;-79
524;54;Directed;-86
524;57;Directed;-84
524;56;Directed;-53
524;50;Directed;-79
524;53;Directed;-86
524;518;Directed;-84
524;527;Directed;None
524;513;Directed;-80
524;528;Directed;None
525;515;Directed;None
525;58;Directed;-100
525;54;Directed;-96
525;50;Directed;-96
525;519;Directed;-87
525;527;Directed;None
525;520;Directed;-89
525;523;Directed;-99
525;528;Directed;None
526;524;Directed;-89
526;513;Directed;-71
526;57;Directed;-78
526;50;Directed;-84
527;5160;Directed;None
527;59;Directed;None
527;58;Directed;None
527;54;Directed;None
527;56;Directed;None
527;50;Directed;None
527;524;Directed;None
527;525;Directed;None
527;520;Directed;None
527;522;Directed;None
527;523;Directed;None
527;5164;Directed;None
527;513;Directed;None
527;512;Directed;None
527;528;Directed;None
527;514;Directed;None
520;59;Directed;-77
520;58;Directed;-69
520;55;Directed;-70
520;54;Directed;-65
520;57;Directed;-80
520;50;Directed;-79
520;519;Directed;-60
520;525;Directed;-76
520;527;Directed;None
520;5;Directed;-78
520;510;Directed;-75
520;513;Directed;-80
520;515;Directed;None
520;516;Directed;-69
521;5160;Directed;-57
521;5164;Directed;-75
521;58;Directed;-53
521;54;Directed;-69
521;50;Directed;-80
521;520;Directed;-82
521;522;Directed;-86
521;523;Directed;-74
521;513;Directed;-82
521;512;Directed;-47
521;514;Directed;-66
522;5160;Directed;-100
522;59;Directed;-98
522;58;Directed;-100
522;54;Directed;-91
522;50;Directed;-96
522;527;Directed;None
522;523;Directed;-84
522;513;Directed;-97
522;512;Directed;-99
522;528;Directed;None
523;5160;Directed;-71
523;58;Directed;-73
523;54;Directed;-67
523;527;Directed;None
523;522;Directed;-75
523;512;Directed;-78
528;58;Directed;None
528;54;Directed;None
528;56;Directed;None
528;50;Directed;None
528;524;Directed;None
528;527;Directed;None
528;520;Directed;None
528;522;Directed;None
528;523;Directed;None
528;513;Directed;None
528;512;Directed;None
528;514;Directed;None
723;76;Directed;-70
723;78;Directed;-42
723;712;Directed;-56
723;711;Directed;-53
723;72;Directed;-72
720;77;Directed;-70
720;716;Directed;-82
1133;151;Directed;-67
1133;1211;Directed;None
1133;182;Directed;-68
1133;183;Directed;None
1133;136;Directed;None
1133;1108;Directed;None
1133;1109;Directed;None
1132;1123;Directed;None
1132;1127;Directed;None
1130;1129;Directed;None
1130;140;Directed;-78
1130;182;Directed;None
1130;183;Directed;None
1130;6;Directed;-34
1130;189;Directed;None
1130;1109;Directed;None
1137;183;Directed;-84
1137;172;Directed;-68
1137;194;Directed;-67
1136;130;Directed;None
1136;178;Directed;-63
1134;130;Directed;None
1134;1136;Directed;-87
1134;178;Directed;-76
178;194;Directed;None
178;130;Directed;None
178;1136;Directed;-63
178;179;Directed;-87
178;1134;Directed;-81
146;1129;Directed;None
146;144;Directed;None
146;145;Directed;None
146;1216;Directed;None
146;171;Directed;None
519;59;Directed;-96
519;54;Directed;-92
519;57;Directed;-91
519;50;Directed;-92
519;525;Directed;-86
519;520;Directed;-64
519;523;Directed;-97
519;510;Directed;-87
519;515;Directed;None
519;516;Directed;-81
518;59;Directed;-87
518;58;Directed;-85
518;57;Directed;-63
518;56;Directed;-81
518;50;Directed;-77
518;53;Directed;-75
518;524;Directed;-75
518;527;Directed;None
518;520;Directed;-82
518;513;Directed;-76
518;36360816693;Directed;-89
96486049431;169;Directed;-66
2165;2200;Directed;None
2165;2206;Directed;-63
2165;2207;Directed;None
2165;2209;Directed;-69
2165;104459421554;Directed;-79
2165;2197;Directed;-78
2165;9;Directed;-82
2165;2199;Directed;0
510;59;Directed;-86
510;54;Directed;-82
510;57;Directed;0
510;50;Directed;-75
510;519;Directed;-70
510;527;Directed;None
510;520;Directed;-65
510;513;Directed;-89
513;5160;Directed;-83
513;59;Directed;-87
513;58;Directed;-85
513;54;Directed;-79
513;57;Directed;-81
513;56;Directed;-86
513;50;Directed;-66
513;524;Directed;-84
513;518;Directed;-86
513;526;Directed;-79
513;527;Directed;None
513;520;Directed;-83
513;522;Directed;-88
513;523;Directed;-86
513;512;Directed;-82
513;528;Directed;None
513;36360816693;Directed;-86
512;5160;Directed;-75
512;5164;Directed;-83
512;58;Directed;-77
512;54;Directed;-71
512;36360816693;Directed;-84
512;50;Directed;-81
512;527;Directed;None
512;523;Directed;-77
512;513;Directed;-80
512;528;Directed;None
512;514;Directed;-68
515;59;Directed;None
515;55;Directed;None
515;50;Directed;None
515;519;Directed;None
515;525;Directed;None
515;527;Directed;None
515;520;Directed;None
515;516;Directed;None
514;5160;Directed;-83
514;5164;Directed;-91
514;58;Directed;-74
514;54;Directed;-58
514;50;Directed;-79
514;524;Directed;-89
514;525;Directed;-86
514;527;Directed;None
514;523;Directed;-82
514;512;Directed;-58
514;528;Directed;None
517;55;Directed;-81
517;515;Directed;None
517;520;Directed;-85
517;516;Directed;-64
516;59;Directed;-88
516;55;Directed;-72
516;519;Directed;-91
516;520;Directed;-68
516;515;Directed;None
516;517;Directed;-81
6;1129;Directed;0
6;1215;Directed;-76
6;1130;Directed;-31
6;1107;Directed;0
6;184;Directed;-81
6;1101;Directed;None
1223;173;Directed;-84
1223;148;Directed;-72
1223;184;Directed;-86
1222;184;Directed;-69
1221;153;Directed;None
1221;1208;Directed;None
1221;140;Directed;None
1221;156;Directed;None
1221;136;Directed;None
1221;139;Directed;None
1221;163;Directed;None
1220;139;Directed;-84
1220;1219;Directed;None
1220;180;Directed;-87
1220;1117;Directed;-60
1220;136;Directed;-84
4181;4174;Directed;-66
4181;4176;Directed;-68
4181;4172;Directed;-73
4181;4180;Directed;None
4181;4183;Directed;-63
4181;4182;Directed;None
4181;4178;Directed;-56
4181;4184;Directed;-74
4181;4169;Directed;-70
4181;4185;Directed;-77
4180;4181;Directed;None
4180;4182;Directed;None
