Source;Target;Type;Weight
36360816693;59;Directed;-82
36360816693;58;Directed;-87
36360816693;5168;Directed;-86
36360816693;54;Directed;-82
36360816693;57;Directed;-78
36360816693;50;Directed;-67
36360816693;524;Directed;-83
36360816693;518;Directed;-88
36360816693;520;Directed;-79
36360816693;522;Directed;-85
36360816693;523;Directed;-85
36360816693;513;Directed;-75
36360816693;512;Directed;-81
130;178;Directed;None
130;179;Directed;None
130;1214;Directed;None
130;1134;Directed;None
136;1211;Directed;None
136;198;Directed;-67
136;1214;Directed;-66
136;1133;Directed;-78
136;192;Directed;-69
136;182;Directed;-76
136;132;Directed;None
136;180;Directed;-69
136;181;Directed;-78
136;1221;Directed;None
136;1117;Directed;-76
136;1108;Directed;None
90;9;Directed;-80
90;92;Directed;None
90;95;Directed;-79
139;151;Directed;-89
139;1214;Directed;-90
139;140;Directed;None
139;1133;Directed;-82
139;192;Directed;-87
139;182;Directed;-85
139;132;Directed;None
139;180;Directed;-84
139;136;Directed;0
139;1221;Directed;None
92;90;Directed;None
95;90;Directed;-76
95;93;Directed;-69
95;104459421554;Directed;-83
3;3201;Directed;None
3;3200;Directed;None
3;3;Directed;-57
3;3195;Directed;-71
3;3190;Directed;-73
3;3199;Directed;-88
818;832;Directed;-86
818;830;Directed;-89
818;86;Directed;-86
818;819;Directed;-73
818;88;Directed;-89
818;825;Directed;-73
818;827;Directed;None
818;225877267718;Directed;-83
818;817;Directed;-58
819;818;Directed;-76
819;225877267718;Directed;-49
819;817;Directed;-62
104459421554;2206;Directed;-79
104459421554;2207;Directed;None
104459421554;2209;Directed;-68
104459421554;9;Directed;-67
104459421554;2197;Directed;-80
104459421554;2165;Directed;-78
104459421554;2199;Directed;-82
104459421554;95;Directed;-87
104459421554;90;Directed;-78
810;813;Directed;None
810;814;Directed;None
811;812;Directed;None
811;89;Directed;None
812;811;Directed;None
812;89;Directed;None
813;832;Directed;None
813;89;Directed;None
813;810;Directed;None
813;827;Directed;None
813;81;Directed;None
813;814;Directed;None
813;87;Directed;None
813;823;Directed;None
814;810;Directed;None
814;813;Directed;None
814;81;Directed;None
815;830;Directed;-84
815;834;Directed;None
815;88;Directed;-80
815;825;Directed;-83
815;81;Directed;-88
815;86;Directed;-87
815;823;Directed;None
815;822;Directed;None
817;818;Directed;-56
817;819;Directed;-58
817;225877267718;Directed;-59
719;77;Directed;-67
719;716;Directed;-88
719;713;Directed;-73
717;76;Directed;-77
716;77;Directed;-64
716;79831339542;Directed;-78
716;713;Directed;-75
716;719;Directed;-89
716;720;Directed;-79
715;714;Directed;None
715;74;Directed;None
715;73;Directed;-63
715;71;Directed;-58
715;721;Directed;-59
715;722;Directed;-85
714;715;Directed;None
714;74;Directed;None
714;70;Directed;None
713;719;Directed;-71
713;716;Directed;-73
713;77;Directed;-61
713;724;Directed;-74
713;725;Directed;-68
713;79831339542;Directed;-78
712;76;Directed;-62
712;78;Directed;-51
712;723;Directed;-47
712;711;Directed;-51
712;72;Directed;-77
711;712;Directed;-66
711;76;Directed;-52
711;72;Directed;-80
711;70;Directed;None
711;78;Directed;-39
711;79;Directed;None
711;723;Directed;-56
79831339542;716;Directed;-78
79831339542;713;Directed;-83
59;58;Directed;-80
59;5168;Directed;-76
59;54;Directed;-84
59;50;Directed;-77
59;527;Directed;None
59;520;Directed;-82
59;513;Directed;-82
59;515;Directed;None
58;5160;Directed;-67
58;59;Directed;-83
58;518;Directed;-85
58;5168;Directed;-82
58;54;Directed;-76
58;50;Directed;-66
58;525;Directed;-82
58;527;Directed;None
58;520;Directed;-74
58;523;Directed;-71
58;5164;Directed;-62
58;513;Directed;-82
58;512;Directed;-75
58;528;Directed;None
58;514;Directed;-80
55;520;Directed;-77
55;516;Directed;-86
55;515;Directed;None
55;50;Directed;-99
55;59;Directed;-98
54;5160;Directed;-74
54;519;Directed;-78
54;512;Directed;-67
54;5164;Directed;-84
54;58;Directed;-71
54;5168;Directed;-85
54;57;Directed;-87
54;510;Directed;-87
54;50;Directed;-61
54;514;Directed;-66
54;524;Directed;-82
54;525;Directed;-78
54;527;Directed;None
54;520;Directed;-59
54;522;Directed;-77
54;523;Directed;-53
54;59;Directed;None
54;513;Directed;-71
54;5;Directed;-89
54;528;Directed;None
54;36360816693;Directed;-87
57;519;Directed;None
57;59;Directed;-84
57;5168;Directed;-67
57;54;Directed;-82
57;36360816693;Directed;-80
57;56;Directed;-78
57;50;Directed;-45
57;524;Directed;-76
57;518;Directed;-68
57;526;Directed;-74
57;527;Directed;None
57;520;Directed;-71
57;513;Directed;-69
57;528;Directed;None
56;57;Directed;-85
