Source;Target;Type;Weight
36360816693;5160;Directed;-88
36360816693;59;Directed;-83
36360816693;58;Directed;-86
36360816693;5168;Directed;-90
36360816693;54;Directed;-84
36360816693;57;Directed;-80
36360816693;56;Directed;0
36360816693;50;Directed;-68
36360816693;524;Directed;-83
36360816693;518;Directed;-88
36360816693;520;Directed;-80
36360816693;522;Directed;-89
36360816693;523;Directed;-86
36360816693;513;Directed;-74
36360816693;512;Directed;-79
133;132;Directed;None
133;134;Directed;None
132;151;Directed;None
132;1214;Directed;None
132;133;Directed;None
132;136;Directed;None
132;1117;Directed;None
132;134;Directed;None
132;139;Directed;None
130;178;Directed;None
130;179;Directed;None
130;1214;Directed;None
130;1134;Directed;None
136;1211;Directed;None
136;198;Directed;-69
136;1214;Directed;-66
136;1133;Directed;-78
136;192;Directed;-69
136;182;Directed;-76
136;132;Directed;None
136;180;Directed;-68
136;181;Directed;-76
136;1221;Directed;None
136;1117;Directed;-76
136;1108;Directed;None
134;133;Directed;None
134;132;Directed;None
139;151;Directed;-90
139;1214;Directed;-89
139;140;Directed;None
139;1133;Directed;-82
139;192;Directed;-90
139;182;Directed;-85
139;132;Directed;None
139;180;Directed;-82
139;136;Directed;-81
139;1221;Directed;None
92;90;Directed;None
95;90;Directed;-79
95;93;Directed;-74
95;104459421554;Directed;-83
3;3201;Directed;None
3;3200;Directed;None
3;3;Directed;-58
3;3195;Directed;-69
3;3190;Directed;-71
3;3199;Directed;0
818;832;Directed;-85
818;830;Directed;-88
818;86;Directed;-86
818;819;Directed;-72
818;825;Directed;-73
818;225877267718;Directed;-83
818;817;Directed;-57
819;818;Directed;-74
819;225877267718;Directed;-48
819;817;Directed;-64
104459421554;2206;Directed;-80
104459421554;2207;Directed;None
104459421554;2209;Directed;-67
104459421554;9;Directed;-68
104459421554;2197;Directed;-78
104459421554;2165;Directed;-80
104459421554;2199;Directed;-80
104459421554;95;Directed;-85
104459421554;90;Directed;-85
810;813;Directed;None
810;814;Directed;None
811;812;Directed;None
811;89;Directed;None
812;811;Directed;None
812;89;Directed;None
813;832;Directed;None
813;810;Directed;None
813;89;Directed;None
813;825;Directed;None
813;827;Directed;None
813;81;Directed;None
813;814;Directed;None
813;87;Directed;None
813;823;Directed;None
814;810;Directed;None
814;813;Directed;None
814;81;Directed;None
815;830;Directed;-84
815;834;Directed;None
815;88;Directed;-80
815;825;Directed;-83
815;81;Directed;-88
815;86;Directed;-86
815;823;Directed;None
815;822;Directed;None
817;818;Directed;-54
817;819;Directed;-57
817;225877267718;Directed;-51
719;77;Directed;-68
719;716;Directed;-87
719;713;Directed;-71
717;76;Directed;-73
716;77;Directed;-65
716;79831339542;Directed;-83
716;713;Directed;-79
716;719;Directed;-86
716;720;Directed;-80
715;714;Directed;None
715;74;Directed;None
715;73;Directed;-63
715;71;Directed;-57
715;721;Directed;-59
715;722;Directed;-87
714;715;Directed;None
714;74;Directed;None
714;70;Directed;None
713;719;Directed;-69
713;716;Directed;-75
713;77;Directed;-59
713;724;Directed;-77
713;725;Directed;-69
713;79831339542;Directed;-81
712;76;Directed;-62
712;78;Directed;-50
712;723;Directed;-73
712;711;Directed;-54
712;72;Directed;-77
711;712;Directed;-63
711;76;Directed;-53
711;72;Directed;-80
711;70;Directed;None
711;78;Directed;-36
711;79;Directed;None
711;723;Directed;-51
90;9;Directed;-75
90;92;Directed;None
90;95;Directed;-77
90;104459421554;Directed;-77
79831339542;716;Directed;-86
79831339542;713;Directed;-88
59;58;Directed;-81
59;55;Directed;-84
59;54;Directed;-85
59;50;Directed;-77
59;519;Directed;-86
59;5168;Directed;-79
59;527;Directed;None
59;520;Directed;-82
59;522;Directed;-87
59;513;Directed;-85
59;515;Directed;None
58;5160;Directed;-66
58;59;Directed;-79
58;5168;Directed;-81
58;54;Directed;-74
58;50;Directed;-66
58;525;Directed;-84
58;527;Directed;None
58;520;Directed;-68
58;522;Directed;-85
58;523;Directed;-71
58;5164;Directed;-58
58;513;Directed;-82
58;512;Directed;-74
58;528;Directed;None
58;514;Directed;-80
55;520;Directed;-76
55;516;Directed;-85
55;515;Directed;None
55;50;Directed;-101
55;59;Directed;-102
54;5160;Directed;-74
54;519;Directed;-78
54;512;Directed;-67
54;5164;Directed;-83
54;58;Directed;-71
54;5168;Directed;-86
54;57;Directed;-87
54;510;Directed;-85
54;50;Directed;-64
54;514;Directed;-69
54;524;Directed;-82
54;525;Directed;-78
54;527;Directed;None
54;520;Directed;-64
54;522;Directed;-75
54;523;Directed;-52
54;59;Directed;-82
54;513;Directed;-72
