Source;Target;Type;Weight
36360816693;5160;Directed;0
36360816693;59;Directed;-82
36360816693;58;Directed;-88
36360816693;5168;Directed;-89
36360816693;54;Directed;-84
36360816693;57;Directed;-79
36360816693;56;Directed;-90
36360816693;50;Directed;-69
36360816693;524;Directed;-82
36360816693;518;Directed;-88
36360816693;520;Directed;-80
36360816693;522;Directed;-84
36360816693;523;Directed;-85
36360816693;513;Directed;-75
36360816693;512;Directed;-81
133;132;Directed;None
133;134;Directed;None
132;133;Directed;None
132;134;Directed;None
130;178;Directed;None
130;179;Directed;None
130;1214;Directed;None
130;1134;Directed;None
136;1211;Directed;None
136;198;Directed;-66
136;1214;Directed;-62
136;1133;Directed;-77
136;192;Directed;-69
136;182;Directed;-76
136;132;Directed;None
136;180;Directed;-71
136;181;Directed;-78
136;1221;Directed;None
136;1117;Directed;-77
136;1108;Directed;None
134;144;Directed;None
134;145;Directed;None
134;1210;Directed;None
134;133;Directed;None
134;132;Directed;None
134;1105;Directed;None
139;151;Directed;-88
139;1214;Directed;-89
139;140;Directed;None
139;1133;Directed;-82
139;192;Directed;-89
139;182;Directed;-86
139;132;Directed;None
139;180;Directed;-82
139;1221;Directed;None
139;1117;Directed;-89
92;90;Directed;None
95;90;Directed;-78
95;93;Directed;-70
95;104459421554;Directed;-83
3;3201;Directed;None
3;3200;Directed;None
3;3;Directed;-57
3;3195;Directed;-70
3;3190;Directed;-72
3;3199;Directed;-88
818;832;Directed;-86
818;830;Directed;-87
818;86;Directed;-87
818;819;Directed;-73
818;825;Directed;-72
818;225877267718;Directed;-83
818;817;Directed;-58
819;818;Directed;-76
819;225877267718;Directed;-49
819;817;Directed;-63
104459421554;2206;Directed;-80
104459421554;2207;Directed;None
104459421554;2209;Directed;-67
104459421554;9;Directed;-65
104459421554;2197;Directed;-80
104459421554;2165;Directed;-82
104459421554;2199;Directed;-80
104459421554;95;Directed;-84
104459421554;90;Directed;0
810;813;Directed;None
810;814;Directed;None
811;812;Directed;None
811;89;Directed;None
812;811;Directed;None
812;89;Directed;None
813;832;Directed;None
813;89;Directed;None
813;810;Directed;None
813;827;Directed;None
813;81;Directed;None
813;814;Directed;None
813;87;Directed;None
813;823;Directed;None
814;810;Directed;None
814;813;Directed;None
814;81;Directed;None
815;830;Directed;-80
815;834;Directed;None
815;88;Directed;-79
815;825;Directed;-85
815;86;Directed;-87
815;823;Directed;None
815;822;Directed;None
817;818;Directed;-55
817;819;Directed;-65
817;225877267718;Directed;-51
719;77;Directed;-69
719;716;Directed;-87
719;713;Directed;-73
717;76;Directed;-72
716;77;Directed;-68
716;79831339542;Directed;-84
716;713;Directed;-76
716;719;Directed;-87
716;720;Directed;-80
715;714;Directed;None
715;74;Directed;None
715;73;Directed;-62
715;71;Directed;-57
715;721;Directed;-58
715;722;Directed;-86
714;715;Directed;None
714;74;Directed;None
714;70;Directed;None
713;719;Directed;-69
713;716;Directed;-74
713;77;Directed;-61
713;724;Directed;-77
713;725;Directed;-71
713;79831339542;Directed;-81
712;76;Directed;-61
712;78;Directed;-51
712;723;Directed;-46
712;711;Directed;-53
712;72;Directed;-77
711;712;Directed;-63
711;76;Directed;-52
711;72;Directed;-80
711;70;Directed;None
711;78;Directed;-36
