Source;Target;Type;Weight
36360816693;59;Directed;-82
36360816693;58;Directed;-88
36360816693;5168;Directed;-88
36360816693;54;Directed;-82
36360816693;57;Directed;-80
36360816693;56;Directed;-89
36360816693;50;Directed;-67
36360816693;524;Directed;-82
36360816693;518;Directed;-87
36360816693;520;Directed;-81
36360816693;522;Directed;-88
36360816693;523;Directed;-86
36360816693;513;Directed;-75
36360816693;512;Directed;-78
133;132;Directed;None
133;130;Directed;None
133;179;Directed;None
133;134;Directed;None
132;1214;Directed;None
132;133;Directed;None
132;136;Directed;None
132;1117;Directed;None
132;134;Directed;None
132;139;Directed;None
130;133;Directed;None
130;178;Directed;-60
130;179;Directed;-79
130;1214;Directed;None
130;1134;Directed;-80
136;1211;Directed;None
136;198;Directed;-66
136;1214;Directed;-63
136;1133;Directed;-76
136;192;Directed;-64
136;182;Directed;-75
136;132;Directed;None
136;180;Directed;-69
136;181;Directed;-80
136;1221;Directed;None
136;1117;Directed;-76
136;1108;Directed;None
134;144;Directed;None
134;145;Directed;None
134;1210;Directed;None
134;133;Directed;None
134;132;Directed;None
134;1105;Directed;None
139;151;Directed;-89
139;1214;Directed;-90
139;140;Directed;None
139;1133;Directed;-84
139;182;Directed;-86
139;132;Directed;None
139;180;Directed;-82
139;1221;Directed;None
139;1117;Directed;0
92;90;Directed;None
95;90;Directed;-74
95;93;Directed;-67
95;104459421554;Directed;-83
3;3201;Directed;None
3;3200;Directed;None
3;3;Directed;-57
3;3195;Directed;-72
3;3190;Directed;-73
3;3199;Directed;-87
818;832;Directed;-86
818;830;Directed;-86
818;86;Directed;-86
818;819;Directed;-71
818;88;Directed;-90
818;825;Directed;-72
818;225877267718;Directed;-84
818;817;Directed;-65
819;818;Directed;-74
819;225877267718;Directed;-50
819;817;Directed;-61
104459421554;2206;Directed;-79
104459421554;2207;Directed;None
104459421554;2209;Directed;-64
104459421554;9;Directed;-68
104459421554;2197;Directed;-78
104459421554;2165;Directed;-81
104459421554;2199;Directed;-78
104459421554;90;Directed;-77
810;813;Directed;None
810;814;Directed;None
811;812;Directed;None
811;89;Directed;None
812;811;Directed;None
812;89;Directed;None
813;832;Directed;None
813;810;Directed;None
813;89;Directed;None
813;825;Directed;None
813;811;Directed;None
813;827;Directed;None
813;81;Directed;None
813;814;Directed;None
813;87;Directed;None
813;823;Directed;None
814;810;Directed;None
814;813;Directed;None
814;81;Directed;None
815;825;Directed;-83
815;88;Directed;-79
815;86;Directed;-85
815;830;Directed;-85
815;823;Directed;None
817;818;Directed;-54
817;819;Directed;-59
817;225877267718;Directed;-52
719;77;Directed;-69
719;716;Directed;-87
719;713;Directed;-74
717;76;Directed;-77
716;77;Directed;-65
716;79831339542;Directed;-85
716;713;Directed;-80
716;719;Directed;-87
716;720;Directed;-80
