Source;Target;Type;Weight
36360816693;5160;Directed;0
36360816693;59;Directed;-82
36360816693;58;Directed;-85
36360816693;5168;Directed;-88
36360816693;54;Directed;-82
36360816693;57;Directed;-82
36360816693;56;Directed;-89
36360816693;50;Directed;-64
36360816693;524;Directed;-81
36360816693;518;Directed;-88
36360816693;520;Directed;-81
36360816693;522;Directed;-85
36360816693;523;Directed;-85
36360816693;513;Directed;-78
36360816693;512;Directed;-77
130;178;Directed;None
130;179;Directed;None
130;1214;Directed;None
130;1134;Directed;None
136;1211;Directed;None
136;198;Directed;-69
136;1214;Directed;-68
136;1133;Directed;-77
136;192;Directed;-66
136;182;Directed;-79
136;132;Directed;None
136;180;Directed;-70
136;181;Directed;-77
136;1221;Directed;None
136;1117;Directed;-79
136;1108;Directed;None
90;9;Directed;-76
90;95;Directed;-73
90;104459421554;Directed;-78
139;151;Directed;-87
139;1214;Directed;-89
139;140;Directed;None
139;1133;Directed;-82
139;182;Directed;-85
139;132;Directed;None
139;180;Directed;-83
139;136;Directed;-83
139;1117;Directed;-89
139;1221;Directed;None
95;90;Directed;-77
95;93;Directed;-69
95;104459421554;Directed;-82
3;3;Directed;-58
3;3195;Directed;-71
3;3199;Directed;-87
3;3190;Directed;-73
818;832;Directed;-84
818;830;Directed;-86
818;86;Directed;-86
818;819;Directed;-73
818;88;Directed;-90
818;825;Directed;-76
818;225877267718;Directed;-84
818;817;Directed;-58
819;818;Directed;-75
819;225877267718;Directed;-48
819;817;Directed;-63
104459421554;2206;Directed;-80
104459421554;2207;Directed;None
104459421554;2209;Directed;-64
104459421554;9;Directed;-64
104459421554;2197;Directed;-79
104459421554;2165;Directed;-77
104459421554;2199;Directed;-79
104459421554;95;Directed;-77
815;825;Directed;-83
815;88;Directed;-80
815;81;Directed;0
815;86;Directed;-86
815;830;Directed;-84
817;818;Directed;-54
817;819;Directed;-58
817;225877267718;Directed;-77
719;77;Directed;-68
719;716;Directed;-85
719;713;Directed;-74
717;76;Directed;-72
716;77;Directed;-64
716;79831339542;Directed;-82
716;713;Directed;-77
716;719;Directed;-87
716;720;Directed;-78
715;714;Directed;None
715;74;Directed;None
715;73;Directed;-62
715;71;Directed;-55
715;721;Directed;-58
715;722;Directed;-87
714;715;Directed;None
714;74;Directed;None
714;70;Directed;None
713;719;Directed;-68
713;716;Directed;-75
713;77;Directed;-62
713;724;Directed;-79
713;725;Directed;-69
713;79831339542;Directed;-80
712;76;Directed;-61
712;78;Directed;-51
712;723;Directed;-46
712;711;Directed;-57
712;72;Directed;-77
711;712;Directed;-64
711;76;Directed;-51
711;72;Directed;-81
711;70;Directed;None
711;78;Directed;-35
711;79;Directed;None
711;723;Directed;-54
79831339542;716;Directed;-87
79831339542;713;Directed;-85
59;5160;Directed;0
59;58;Directed;-81
59;55;Directed;-85
59;54;Directed;-85
59;50;Directed;-77
59;519;Directed;-88
59;5168;Directed;-77
59;527;Directed;None
59;520;Directed;-82
59;522;Directed;-85
59;513;Directed;-85
59;515;Directed;None
59;516;Directed;-87
58;5160;Directed;-66
58;59;Directed;-84
58;5168;Directed;-83
58;54;Directed;-75
58;50;Directed;-67
58;525;Directed;-85
58;527;Directed;None
58;520;Directed;-70
58;522;Directed;-87
