Source;Target;Type;Weight
36360816693;59;Directed;-84
36360816693;58;Directed;-88
36360816693;5168;Directed;-90
36360816693;54;Directed;-84
36360816693;57;Directed;-83
36360816693;50;Directed;-65
36360816693;524;Directed;-83
36360816693;518;Directed;-88
36360816693;520;Directed;-81
36360816693;522;Directed;-85
36360816693;523;Directed;-86
36360816693;513;Directed;-75
36360816693;512;Directed;-81
136;198;Directed;-68
136;1214;Directed;-62
136;1133;Directed;-77
136;192;Directed;-66
136;182;Directed;-80
136;180;Directed;-69
136;181;Directed;-78
136;1117;Directed;-78
90;9;Directed;-79
90;93;Directed;-79
90;92;Directed;None
90;95;Directed;-76
90;104459421554;Directed;-82
139;151;Directed;-88
139;1214;Directed;-89
139;1133;Directed;-81
139;182;Directed;-84
139;180;Directed;-83
139;136;Directed;-83
139;1117;Directed;-90
95;90;Directed;-77
95;93;Directed;-68
95;104459421554;Directed;-82
3;3201;Directed;None
3;3200;Directed;None
3;3;Directed;-58
3;3195;Directed;-72
3;3190;Directed;-73
3;3199;Directed;-88
818;832;Directed;-84
818;830;Directed;-88
818;86;Directed;-85
818;819;Directed;-73
818;88;Directed;-89
818;825;Directed;-73
818;225877267718;Directed;-83
818;817;Directed;-58
819;818;Directed;-77
819;225877267718;Directed;-49
819;817;Directed;-62
104459421554;2206;Directed;-79
104459421554;2209;Directed;-71
104459421554;9;Directed;-64
104459421554;2197;Directed;-82
104459421554;2165;Directed;-78
104459421554;2199;Directed;-80
104459421554;95;Directed;-77
104459421554;90;Directed;-78
810;813;Directed;None
810;814;Directed;None
811;812;Directed;None
811;89;Directed;None
812;811;Directed;None
812;89;Directed;None
813;832;Directed;None
813;810;Directed;None
813;89;Directed;None
813;825;Directed;None
813;827;Directed;None
813;814;Directed;None
813;87;Directed;None
813;823;Directed;None
814;810;Directed;None
814;813;Directed;None
815;830;Directed;-82
815;834;Directed;None
815;88;Directed;-79
815;825;Directed;-84
815;86;Directed;-85
815;823;Directed;None
815;822;Directed;None
817;818;Directed;-55
817;819;Directed;-60
817;225877267718;Directed;-52
719;77;Directed;-67
719;716;Directed;-88
719;713;Directed;-73
717;76;Directed;-75
716;77;Directed;-67
716;79831339542;Directed;-84
716;713;Directed;-80
716;719;Directed;-88
716;720;Directed;-79
715;714;Directed;None
715;74;Directed;None
715;73;Directed;-61
715;71;Directed;-57
715;721;Directed;-59
715;722;Directed;-85
714;715;Directed;None
714;74;Directed;None
714;70;Directed;None
713;719;Directed;-68
713;716;Directed;-76
713;77;Directed;-59
713;724;Directed;-75
713;725;Directed;-67
713;79831339542;Directed;-80
712;76;Directed;-62
712;78;Directed;-51
712;723;Directed;-48
712;711;Directed;-59
712;72;Directed;-78
711;712;Directed;-63
711;76;Directed;-52
711;72;Directed;-80
711;70;Directed;None
711;78;Directed;-37
711;79;Directed;None
711;723;Directed;-55
79831339542;716;Directed;-85
79831339542;713;Directed;-86
59;5160;Directed;-87
59;58;Directed;-81
59;55;Directed;-86
59;54;Directed;-84
59;50;Directed;-77
59;519;Directed;-88
59;5168;Directed;-76
59;520;Directed;-83
59;522;Directed;-86
59;513;Directed;-84
58;5160;Directed;-65
58;59;Directed;-82
58;5168;Directed;-82
58;54;Directed;-76
58;50;Directed;-66
58;525;Directed;-83
58;520;Directed;-70
58;522;Directed;-87
58;523;Directed;-72
58;5164;Directed;-60
58;513;Directed;-82
58;512;Directed;-77
58;514;Directed;-81
55;59;Directed;-99
55;520;Directed;-76
55;50;Directed;-102
55;516;Directed;-86
54;5160;Directed;-74
54;519;Directed;-78
54;59;Directed;-82
54;58;Directed;-73
54;5168;Directed;-87
54;57;Directed;-87
54;510;Directed;-87
54;50;Directed;-65
54;514;Directed;-64
54;524;Directed;-81
54;525;Directed;-78
54;520;Directed;-60
54;522;Directed;-78
54;523;Directed;-54
54;5;Directed;-88
54;513;Directed;-71
54;512;Directed;-68
54;5164;Directed;-83
54;36360816693;Directed;-88
57;519;Directed;-77
57;59;Directed;-83
57;5168;Directed;-68
57;54;Directed;-83
57;36360816693;Directed;-82
57;56;Directed;-78
57;50;Directed;-47
57;524;Directed;-76
57;518;Directed;-64
57;526;Directed;-75
57;520;Directed;-71
57;513;Directed;-73
56;524;Directed;-54
56;57;Directed;-86
56;50;Directed;-75
242288697347;104277312536;Directed;-62
242288697347;228506738965;Directed;-62
50;36360816693;Directed;-66
50;524;Directed;-72
50;525;Directed;-73
50;526;Directed;-81
50;520;Directed;-73
50;522;Directed;-76
50;523;Directed;-79
50;5;Directed;-76
50;5160;Directed;-69
50;5168;Directed;-77
50;59;Directed;-67
50;58;Directed;-55
50;55;Directed;-86
50;54;Directed;-62
50;57;Directed;-44
50;56;Directed;-66
50;519;Directed;-74
50;518;Directed;-76
50;510;Directed;-74
50;513;Directed;-62
50;512;Directed;-72
50;514;Directed;-80
53;524;Directed;-86
53;518;Directed;-77
53;523;Directed;-88
829;834;Directed;None
829;835;Directed;None
829;80;Directed;None
829;826;Directed;None
829;821;Directed;None
829;823;Directed;None
828;833;Directed;None
828;831;Directed;None
828;834;Directed;None
828;815;Directed;None
828;825;Directed;None
828;824;Directed;None
828;827;Directed;None
828;826;Directed;None
828;820;Directed;None
828;84;Directed;None
828;822;Directed;None
825;833;Directed;None
825;830;Directed;-85
825;831;Directed;None
825;827;Directed;None
825;835;Directed;None
825;820;Directed;None
825;818;Directed;-73
825;828;Directed;None
825;80;Directed;None
825;826;Directed;-70
825;225877267718;Directed;-73
825;815;Directed;-87
824;831;Directed;None
824;834;Directed;None
824;828;Directed;None
824;826;Directed;None
824;821;Directed;None
824;823;Directed;None
827;818;Directed;None
827;89;Directed;None
827;828;Directed;None
827;825;Directed;None
827;83;Directed;None
827;813;Directed;None
827;820;Directed;None
827;84;Directed;None
826;833;Directed;None
826;830;Directed;-89
826;831;Directed;None
826;834;Directed;None
826;835;Directed;None
826;820;Directed;None
826;829;Directed;None
826;828;Directed;None
826;825;Directed;-71
826;824;Directed;None
826;827;Directed;None
826;821;Directed;None
826;80;Directed;None
826;823;Directed;None
821;833;Directed;None
821;831;Directed;None
821;834;Directed;None
821;835;Directed;None
821;829;Directed;None
821;825;Directed;None
821;824;Directed;None
821;80;Directed;None
821;826;Directed;None
821;823;Directed;None
821;822;Directed;None
820;834;Directed;None
820;828;Directed;None
820;825;Directed;None
820;827;Directed;None
820;826;Directed;None
820;823;Directed;None
823;833;Directed;None
823;830;Directed;None
823;831;Directed;None
823;834;Directed;None
823;835;Directed;None
823;815;Directed;None
823;813;Directed;None
823;829;Directed;None
823;824;Directed;None
823;80;Directed;None
823;826;Directed;None
823;821;Directed;None
823;820;Directed;None
822;831;Directed;None
822;828;Directed;None
822;80;Directed;None
822;826;Directed;None
822;821;Directed;None
822;815;Directed;None
822;823;Directed;None
1129;1210;Directed;-76
1129;145;Directed;-76
1129;1216;Directed;-66
1129;1105;Directed;-68
1129;187;Directed;-78
1129;152;Directed;-67
1129;171;Directed;-64
198;192;Directed;-67
198;136;Directed;-60
198;1214;Directed;-83
198;1117;Directed;-90
194;183;Directed;-84
194;1137;Directed;-70
194;172;Directed;-77
194;1108;Directed;-85
1122;1123;Directed;-88
1122;1125;Directed;-80
1123;1122;Directed;-87
1125;1122;Directed;-77
192;150;Directed;-79
192;139;Directed;-88
192;136;Directed;-57
192;1214;Directed;-87
192;198;Directed;-68
88;832;Directed;-71
88;87;Directed;None
88;818;Directed;-90
88;82;Directed;-89
88;83;Directed;None
88;81;Directed;-89
88;86;Directed;-75
88;815;Directed;-82
88;84;Directed;None
88;85;Directed;None
89;811;Directed;None
89;812;Directed;None
89;813;Directed;None
89;827;Directed;None
176;183;Directed;-73
176;172;Directed;-85
176;1108;Directed;-69
82;88;Directed;-90
82;81;Directed;-84
82;86;Directed;-87
83;832;Directed;None
83;88;Directed;None
83;827;Directed;None
83;86;Directed;None
83;87;Directed;None
83;85;Directed;None
399;3197;Directed;None
399;3195;Directed;None
399;3187;Directed;-48
399;3192;Directed;-67
81;82;Directed;-79
81;86;Directed;-81
81;225877267718;Directed;-87
81;815;Directed;-88
86;87;Directed;None
86;818;Directed;-85
86;88;Directed;-77
86;82;Directed;-89
86;83;Directed;None
86;81;Directed;-85
86;225877267718;Directed;-81
86;815;Directed;-89
86;84;Directed;None
86;85;Directed;None
87;83;Directed;None
87;88;Directed;None
87;813;Directed;None
87;86;Directed;None
87;85;Directed;None
84;88;Directed;None
84;85;Directed;None
84;86;Directed;None
84;827;Directed;None
84;828;Directed;None
85;832;Directed;None
85;88;Directed;None
85;83;Directed;None
85;86;Directed;None
85;87;Directed;None
85;84;Directed;None
832;818;Directed;-82
832;88;Directed;-71
832;83;Directed;None
832;813;Directed;None
832;225877267718;Directed;-85
832;85;Directed;None
833;831;Directed;None
833;834;Directed;None
833;828;Directed;None
833;825;Directed;None
833;824;Directed;None
833;80;Directed;None
833;826;Directed;None
833;821;Directed;None
833;823;Directed;None
830;834;Directed;None
830;818;Directed;-86
830;825;Directed;-86
830;826;Directed;-87
830;815;Directed;-85
830;823;Directed;None
831;833;Directed;None
831;834;Directed;None
831;828;Directed;None
831;825;Directed;None
831;824;Directed;None
831;826;Directed;None
831;821;Directed;None
831;823;Directed;None
831;822;Directed;None
834;833;Directed;None
834;830;Directed;None
834;831;Directed;None
834;835;Directed;None
834;815;Directed;None
834;829;Directed;None
834;828;Directed;None
834;824;Directed;None
834;80;Directed;None
834;826;Directed;None
834;821;Directed;None
834;820;Directed;None
834;823;Directed;None
835;834;Directed;None
835;829;Directed;None
835;825;Directed;None
835;80;Directed;None
835;826;Directed;None
835;821;Directed;None
835;823;Directed;None
724;713;Directed;-80
524;54;Directed;-85
524;57;Directed;-85
524;56;Directed;-53
524;50;Directed;-79
524;53;Directed;-89
524;518;Directed;-81
524;513;Directed;-80
524;36360816693;Directed;-90
525;58;Directed;-96
525;54;Directed;-94
525;50;Directed;-94
525;519;Directed;-102
525;520;Directed;-88
525;523;Directed;-97
526;524;Directed;-89
526;513;Directed;-72
526;57;Directed;-79
526;50;Directed;-84
725;713;Directed;-75
520;58;Directed;-69
520;55;Directed;-65
520;54;Directed;-65
520;57;Directed;-80
520;50;Directed;-77
520;519;Directed;-63
520;525;Directed;-78
520;5;Directed;-78
520;510;Directed;-74
520;513;Directed;-81
520;516;Directed;-69
521;5160;Directed;-57
521;5164;Directed;-75
521;58;Directed;-53
521;54;Directed;-69
521;50;Directed;-80
521;520;Directed;-82
521;522;Directed;-86
521;523;Directed;-74
521;513;Directed;-82
521;512;Directed;-47
521;514;Directed;-66
522;59;Directed;-97
522;58;Directed;-99
522;54;Directed;-91
522;50;Directed;-95
522;523;Directed;-86
522;513;Directed;-91
522;512;Directed;-100
523;5160;Directed;-72
523;54;Directed;-59
523;512;Directed;-76
523;58;Directed;-73
523;522;Directed;-74
723;76;Directed;-68
723;78;Directed;-43
723;712;Directed;-57
723;711;Directed;-53
723;72;Directed;-73
1133;151;Directed;-64
1133;182;Directed;-67
1133;136;Directed;-77
1130;6;Directed;-33
1130;140;Directed;-75
1130;1215;Directed;-79
1137;183;Directed;-86
1137;172;Directed;-70
1137;194;Directed;-68
1136;178;Directed;-70
1134;1136;Directed;-89
1134;178;Directed;-73
178;1136;Directed;-62
178;179;Directed;-86
178;1134;Directed;-78
519;59;Directed;-96
519;54;Directed;-90
519;57;Directed;-96
519;510;Directed;-87
519;50;Directed;-91
519;525;Directed;-86
519;520;Directed;-67
519;523;Directed;-101
519;5;Directed;0
519;516;Directed;-85
518;59;Directed;-87
518;58;Directed;-83
518;57;Directed;-63
518;56;Directed;-82
518;50;Directed;-79
518;53;Directed;-72
518;524;Directed;-77
518;520;Directed;-84
518;513;Directed;-75
518;36360816693;Directed;-89
96486049431;169;Directed;-66
2165;9;Directed;-85
2165;2209;Directed;-69
2165;2206;Directed;-64
2165;104459421554;Directed;-79
2165;2197;Directed;-78
510;59;Directed;-86
510;54;Directed;-84
510;50;Directed;-78
510;519;Directed;-70
510;520;Directed;-66
510;513;Directed;-88
513;5160;Directed;-83
513;59;Directed;-84
513;58;Directed;-85
513;54;Directed;-77
513;57;Directed;-80
513;50;Directed;-65
513;524;Directed;-84
513;518;Directed;-86
513;526;Directed;-76
513;520;Directed;-82
513;522;Directed;-86
513;523;Directed;-84
513;512;Directed;-81
513;36360816693;Directed;-86
512;5160;Directed;-75
512;5164;Directed;-84
512;58;Directed;-77
512;54;Directed;-71
512;36360816693;Directed;-88
512;50;Directed;-80
512;523;Directed;-75
512;513;Directed;-81
512;514;Directed;-69
514;5160;Directed;-82
514;5164;Directed;-90
514;58;Directed;-74
514;54;Directed;-60
514;50;Directed;-81
514;524;Directed;0
514;525;Directed;-85
514;523;Directed;-83
514;512;Directed;-65
517;55;Directed;-80
517;520;Directed;-84
517;516;Directed;-62
516;55;Directed;-75
516;519;Directed;-76
516;520;Directed;-67
516;517;Directed;-75
516;59;Directed;-88
1223;173;Directed;-82
1223;148;Directed;-73
1223;184;Directed;-86
1222;184;Directed;-68
1220;139;Directed;-84
1220;180;Directed;-88
1220;1117;Directed;-60
1220;136;Directed;-84
4181;4174;Directed;-63
4181;4176;Directed;-66
4181;4172;Directed;-72
4181;4185;Directed;-76
4181;4183;Directed;-62
4181;4178;Directed;-57
4181;4184;Directed;-74
4181;4169;Directed;-68
4183;4174;Directed;-86
4183;4176;Directed;-77
4183;4172;Directed;-88
4183;4181;Directed;-58
4183;4178;Directed;-85
4183;4185;Directed;-60
4183;4184;Directed;-85
4183;4169;Directed;-76
4185;4174;Directed;-77
4185;4176;Directed;-83
4185;4172;Directed;-88
4185;4181;Directed;-75
4185;4183;Directed;-60
4185;4178;Directed;-78
4185;4184;Directed;-79
4185;4169;Directed;-86
4184;4174;Directed;-84
4184;4176;Directed;-68
4184;4171;Directed;-77
4184;4172;Directed;-73
4184;4181;Directed;-77
4184;4178;Directed;-84
4184;4183;Directed;-86
4184;4185;Directed;-84
179;178;Directed;-85
2197;9;Directed;-78
2197;2165;Directed;-77
2197;104459421554;Directed;-81
2199;9;Directed;-61
2199;2165;Directed;-90
2199;2206;Directed;-80
2199;104459421554;Directed;-82
2199;2209;Directed;-73
174;1208;Directed;-75
173;1219;Directed;-78
173;1223;Directed;-80
173;148;Directed;-79
173;157;Directed;-76
173;1208;Directed;-73
172;183;Directed;-69
172;1137;Directed;-81
172;1108;Directed;-68
172;194;Directed;-86
171;1129;Directed;-63
171;1210;Directed;-81
171;145;Directed;-54
171;1216;Directed;-63
171;149;Directed;-79
171;1;Directed;-86
171;1105;Directed;-76
171;187;Directed;-79
171;152;Directed;-80
2206;2208;Directed;-74
2206;2209;Directed;-79
2206;2165;Directed;-67
2206;104459421554;Directed;-79
2206;9;Directed;-68
2206;2199;Directed;-81
2208;2209;Directed;-76
2208;2206;Directed;-75
2209;2206;Directed;-74
2209;2208;Directed;-75
2209;9;Directed;-75
2209;104459421554;Directed;-65
2209;2165;Directed;-67
2209;2199;Directed;-72
145;1129;Directed;-70
145;1210;Directed;-80
145;152;Directed;-75
145;1216;Directed;-62
145;149;Directed;-59
145;1105;Directed;-77
145;187;Directed;-84
145;171;Directed;-51
182;151;Directed;-59
182;1133;Directed;-65
182;136;Directed;-75
183;176;Directed;-79
183;172;Directed;-68
183;1108;Directed;-66
180;151;Directed;-84
180;140;Directed;-86
180;157;Directed;-73
180;156;Directed;-73
180;136;Directed;-70
180;139;Directed;-84
180;173;Directed;-88
180;1208;Directed;-51
181;150;Directed;-87
181;198;Directed;-85
181;1214;Directed;-66
181;192;Directed;-87
181;136;Directed;-67
181;1117;Directed;-88
187;1129;Directed;-78
187;1210;Directed;-85
187;145;Directed;-88
187;1216;Directed;-82
187;1105;Directed;-80
187;171;Directed;-83
184;1223;Directed;-81
184;1222;Directed;-62
184;140;Directed;-66
184;1219;Directed;-79
184;148;Directed;-69
184;1103;Directed;-67
184;6;Directed;-80
1210;1129;Directed;-70
1210;145;Directed;-79
1210;1216;Directed;-78
1210;1105;Directed;-81
1210;187;Directed;-82
1210;171;Directed;-76
1216;1129;Directed;-65
1216;1210;Directed;-79
1216;145;Directed;-66
1216;149;Directed;-78
1216;1;Directed;-65
1216;1105;Directed;-87
1216;187;Directed;-82
1216;152;Directed;-73
1216;171;Directed;-63
1214;139;Directed;-86
1214;181;Directed;-74
1214;192;Directed;-86
1214;198;Directed;-84
1214;136;Directed;-62
1215;1130;Directed;-88
1215;6;Directed;-75
6;1130;Directed;-32
6;184;Directed;-81
6;1215;Directed;-73
169;165;Directed;-90
169;96486049431;Directed;-63
169;162;Directed;-80
169;156;Directed;-85
164;165;Directed;-53
164;169;Directed;-89
165;164;Directed;-56
165;169;Directed;-87
93;95;Directed;-70
92;90;Directed;None
160;1208;Directed;-75
160;157;Directed;-88
160;156;Directed;-66
162;169;Directed;-86
162;156;Directed;-85
104277312536;242288697347;Directed;-58
104277312536;228506738965;Directed;-70
4174;4181;Directed;-69
4174;4178;Directed;-85
4174;4176;Directed;-85
4174;4185;Directed;-82
4176;4174;Directed;-80
4176;4172;Directed;-68
4176;4181;Directed;-67
4176;4183;Directed;-79
4176;4178;Directed;-77
4176;4184;Directed;-68
4177;4179;Directed;-82
4171;4184;Directed;-68
4172;4174;Directed;-89
4172;4176;Directed;-65
4172;4181;Directed;-71
4172;4183;Directed;-88
4172;4178;Directed;-84
4172;4184;Directed;-74
4178;4174;Directed;-79
4178;4176;Directed;-81
4178;4172;Directed;-84
4178;4181;Directed;-52
4178;4183;Directed;-84
4178;4185;Directed;-77
4178;4184;Directed;-84
4178;4169;Directed;-88
4179;4177;Directed;-79
1107;1101;Directed;-61
6196;6197;Directed;-45
6196;686;Directed;-50
