Source;Target;Type;Weight
36360816693;59;Directed;-84
36360816693;58;Directed;-87
36360816693;5168;Directed;-87
36360816693;54;Directed;-82
36360816693;57;Directed;-77
36360816693;50;Directed;-64
36360816693;524;Directed;-84
36360816693;518;Directed;-86
36360816693;520;Directed;-81
36360816693;522;Directed;-86
36360816693;523;Directed;-85
36360816693;513;Directed;-75
36360816693;512;Directed;-79
130;178;Directed;None
130;179;Directed;None
130;1214;Directed;None
130;1134;Directed;None
136;1211;Directed;None
136;198;Directed;-71
136;1214;Directed;-67
136;1133;Directed;-79
136;192;Directed;-66
136;182;Directed;-77
136;132;Directed;None
136;180;Directed;-69
136;181;Directed;-77
136;1221;Directed;None
136;1117;Directed;-77
136;1108;Directed;None
90;9;Directed;-82
90;92;Directed;None
90;95;Directed;-80
139;151;Directed;-87
139;1214;Directed;-91
139;140;Directed;None
139;1133;Directed;-83
139;192;Directed;None
139;182;Directed;-84
139;132;Directed;None
139;180;Directed;-84
139;136;Directed;-83
139;1221;Directed;None
92;90;Directed;None
95;90;Directed;-78
95;93;Directed;-68
95;104459421554;Directed;-84
3;3201;Directed;None
3;3200;Directed;None
3;3;Directed;-57
3;3195;Directed;-71
3;3190;Directed;-72
3;3199;Directed;0
818;832;Directed;-83
818;830;Directed;-88
818;86;Directed;-86
818;819;Directed;-76
818;825;Directed;-73
818;225877267718;Directed;-85
818;817;Directed;-59
819;818;Directed;-75
819;225877267718;Directed;-49
819;817;Directed;-62
104459421554;2206;Directed;-81
104459421554;2207;Directed;None
104459421554;2209;Directed;-65
104459421554;9;Directed;-65
104459421554;2197;Directed;-80
104459421554;2165;Directed;-81
104459421554;2199;Directed;-80
104459421554;95;Directed;-78
104459421554;90;Directed;0
810;813;Directed;None
810;814;Directed;None
811;812;Directed;None
811;89;Directed;None
812;811;Directed;None
812;89;Directed;None
813;832;Directed;None
813;89;Directed;None
813;810;Directed;None
813;827;Directed;None
813;814;Directed;None
813;87;Directed;None
813;823;Directed;None
814;810;Directed;None
814;813;Directed;None
815;830;Directed;-84
815;834;Directed;None
815;88;Directed;-79
815;825;Directed;-82
815;86;Directed;-86
815;823;Directed;None
815;822;Directed;None
817;818;Directed;-55
817;819;Directed;-58
817;225877267718;Directed;-52
719;77;Directed;-68
719;713;Directed;-74
717;76;Directed;-75
716;77;Directed;-68
716;79831339542;Directed;-81
716;713;Directed;-77
716;719;Directed;-91
716;720;Directed;-83
715;714;Directed;None
715;74;Directed;None
715;73;Directed;-61
715;71;Directed;-61
715;721;Directed;-57
715;722;Directed;-85
714;715;Directed;None
714;74;Directed;None
714;70;Directed;None
713;719;Directed;-70
713;716;Directed;-76
713;77;Directed;-54
713;724;Directed;-76
713;725;Directed;-68
713;79831339542;Directed;-84
712;76;Directed;-62
712;78;Directed;-49
712;723;Directed;-46
712;711;Directed;-58
712;72;Directed;-77
711;712;Directed;-66
711;76;Directed;-46
711;72;Directed;-79
711;70;Directed;None
711;78;Directed;-36
711;79;Directed;None
711;723;Directed;-54
79831339542;716;Directed;-85
79831339542;713;Directed;-87
59;58;Directed;-80
59;5168;Directed;-76
59;50;Directed;-78
59;527;Directed;None
59;520;Directed;-82
59;515;Directed;None
58;5160;Directed;-65
58;59;Directed;-80
58;5168;Directed;-81
58;54;Directed;-75
58;50;Directed;-67
58;525;Directed;-85
58;527;Directed;None
58;520;Directed;-68
58;522;Directed;-86
58;523;Directed;-71
58;5164;Directed;-59
58;513;Directed;-82
58;512;Directed;-74
58;528;Directed;None
58;514;Directed;-82
55;520;Directed;-72
55;516;Directed;-87
55;515;Directed;None
55;50;Directed;-103
55;59;Directed;-101
54;5160;Directed;-73
54;512;Directed;-65
54;59;Directed;-82
54;58;Directed;-76
54;5168;Directed;-87
54;57;Directed;-87
54;510;Directed;-87
54;50;Directed;-64
54;514;Directed;-64
54;524;Directed;-80
54;525;Directed;-77
54;527;Directed;None
54;520;Directed;-62
54;522;Directed;-75
54;523;Directed;-53
54;5164;Directed;-85
54;513;Directed;-71
54;5;Directed;-83
54;528;Directed;None
54;36360816693;Directed;-87
57;519;Directed;-89
57;59;Directed;-86
57;5168;Directed;-68
57;54;Directed;-87
57;36360816693;Directed;-80
57;56;Directed;-78
57;50;Directed;-45
57;524;Directed;-77
57;518;Directed;-64
57;526;Directed;-74
57;527;Directed;None
57;520;Directed;-72
57;513;Directed;-71
57;528;Directed;None
56;524;Directed;-55
56;513;Directed;-87
56;527;Directed;None
56;57;Directed;-86
56;50;Directed;-73
242288697347;104277312536;Directed;-63
242288697347;228506738965;Directed;-63
50;36360816693;Directed;-67
50;524;Directed;-72
50;525;Directed;-75
50;526;Directed;-79
50;527;Directed;None
50;520;Directed;-74
50;522;Directed;-75
50;523;Directed;-80
50;5;Directed;-75
50;528;Directed;None
50;5160;Directed;-72
50;5168;Directed;-78
50;59;Directed;-70
50;58;Directed;-57
50;55;Directed;-86
50;54;Directed;-62
50;57;Directed;-51
50;56;Directed;-68
50;519;Directed;-73
50;518;Directed;-77
50;510;Directed;-73
50;513;Directed;-59
50;512;Directed;-74
50;515;Directed;None
50;514;Directed;-80
53;524;Directed;-86
53;518;Directed;-78
53;527;Directed;None
53;523;Directed;-88
829;834;Directed;None
829;835;Directed;None
829;80;Directed;None
829;826;Directed;None
829;821;Directed;None
829;823;Directed;None
828;833;Directed;None
828;831;Directed;None
828;834;Directed;None
828;825;Directed;None
828;824;Directed;None
828;827;Directed;None
828;826;Directed;None
828;820;Directed;None
828;84;Directed;None
828;822;Directed;None
825;830;Directed;-86
825;831;Directed;None
825;827;Directed;None
825;835;Directed;None
825;820;Directed;None
825;818;Directed;-75
825;828;Directed;None
825;80;Directed;None
825;826;Directed;-69
825;225877267718;Directed;-75
825;815;Directed;-86
824;831;Directed;None
824;834;Directed;None
824;828;Directed;None
824;826;Directed;None
824;821;Directed;None
824;823;Directed;None
827;818;Directed;None
827;89;Directed;None
827;828;Directed;None
827;825;Directed;None
827;83;Directed;None
827;813;Directed;None
827;820;Directed;None
827;84;Directed;None
826;833;Directed;None
826;830;Directed;-88
